"...1","Luis Zamudio
Charleston Battery","Joey Akpunonu
Charleston Battery","Chris Allan
Charleston Battery","Leland Archer
Charleston Battery","Langston Blackstock
Charleston Battery","Jackson Conway
Charleston Battery","Nathan Dossantos
Charleston Battery","Joshua Drack
Charleston Battery","Michael Edwards
Charleston Battery","Christian Garner
Charleston Battery","Cal Jennings
Charleston Battery","Jeremy Kelly
Charleston Battery","John Klein
Charleston Battery","Houssou Landry
Charleston Battery","Douglas Martínez
Charleston Battery","Aaron Molloy
Charleston Battery","Enzo Mori
Charleston Battery","Matt Myers
Charleston Battery","Viggo Ortiz
Charleston Battery","Arturo Rodriguez
Charleston Battery","Diego Rodriguez
Charleston Battery","Rubio Rubín
Charleston Battery","Mark Segbers
Charleston Battery","Graham Smith
Charleston Battery","Ezekiel Soto
Charleston Battery","Juan Torres
Charleston Battery","Emilio Ycaza
Charleston Battery"
"Shooting accuracy","-","25.0","0.0","0.0","0.0","-","0.0","-","-","-",64.3,75,77.8,55.6,"-",35,"-",62.1,"-",66.7,"-","62.5","-","0.0","-",47.3,60
"Successful crosses","0.0","0.0","2.0","0.0","6.0","0.0","2.0","1.0","0.0","0.0",1,4,1,0,"4.0",1,"0.0",0,"0.0",2,"0.0","0.0","0.0","0.0","0.0",17,3
"Crossing accuracy","-","-","22.2","-","40.0","-","13.3","100.0","-","-",25,57.1,12.5,0,"30.8",14.3,"-",0,"-",13.3,"-","-","-","-","-",27.4,42.9
"Assists","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0",5,0,1,0,"0.0",2,"0.0",4,"0.0",3,"0.0","3.0","0.0","0.0","0.0",8,0
"Key Passes","1.0","4.0","5.0","2.0","6.0","1.0","7.0","0.0","0.0","0.0",16,5,3,10,"7.0",20,"0.0",13,"0.0",27,"0.0","8.0","2.0","1.0","0.0",38,12
"Penalties won","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0",1,0,0,1,"0.0",0,"0.0",1,"0.0",1,"0.0","0.0","0.0","0.0","0.0",0,0
"Offsides","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0",9,0,0,4,"0.0",0,"0.0",7,"0.0",2,"0.0","2.0","1.0","0.0","0.0",4,3
"Tackles won","0.0","12.0","13.0","4.0","21.0","1.0","19.0","0.0","4.0","0.0",9,4,5,32,"1.0",23,"0.0",9,"0.0",12,"0.0","0.0","4.0","1.0","0.0",12,11
"Tackles success rate","-","66.7","54.2","66.7","77.8","100.0","82.6","-","100.0","-",81.8,50,50,61.5,"50.0",63.9,"-",81.8,"-",46.2,"-","-","66.7","25.0","-",63.2,68.8
"Clearances","24.0","99.0","14.0","55.0","20.0","1.0","56.0","0.0","34.0","1.0",9,7,4,23,"6.0",27,"0.0",2,"0.0",12,"0.0","2.0","10.0","56.0","0.0",18,11
"Blocks","0.0","18.0","4.0","8.0","3.0","0.0","4.0","0.0","3.0","0.0",0,0,2,4,"3.0",2,"0.0",0,"0.0",1,"0.0","2.0","1.0","15.0","0.0",0,0
"Interceptions","0.0","6.0","9.0","9.0","11.0","0.0","11.0","0.0","2.0","0.0",1,2,4,24,"6.0",26,"0.0",1,"0.0",2,"0.0","1.0","4.0","6.0","0.0",6,6
"Successful passes","422.0","814.0","333.0","491.0","452.0","5.0","548.0","11.0","212.0","18.0",142,147,131,724,"112.0",1335,"0.0",166,"0.0",416,"0.0","103.0","119.0","697.0","7.0",702,413
"Passing accuracy","71.3","88.2","90.7","89.9","83.2","50.0","84.7","78.6","83.5","78.3",62.6,88,74.4,88.1,"74.2",89.8,"-",73.8,"-",83.9,"-","80.5","85.0","88.8","77.8",79.3,85.7
"Passing accuracy in opponents' half (%)","27.7","73.7","82.3","73.2","72.5","62.5","71.5","85.7","65.5","42.9",58.4,78,68.5,77.4,"64.9",79.2,"-",66.5,"-",77.3,"-","77.6","79.2","71.3","66.7",61.8,79.3
"Successful dribbles","1.0","2.0","6.0","0.0","6.0","0.0","8.0","1.0","1.0","0.0",11,6,5,13,"2.0",10,"0.0",10,"0.0",14,"0.0","4.0","6.0","2.0","0.0",22,9
"Fouls won","1.0","15.0","7.0","15.0","13.0","0.0","17.0","1.0","5.0","0.0",14,6,9,36,"12.0",31,"0.0",29,"0.0",46,"0.0","1.0","5.0","11.0","0.0",25,30
"Fouls conceded","0.0","5.0","7.0","11.0","9.0","3.0","19.0","0.0","3.0","0.0",35,0,4,32,"15.0",34,"0.0",21,"0.0",13,"0.0","5.0","4.0","13.0","2.0",18,27
"Penalties conceded","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,0,0,1,"0.0",1,"0.0",0,"0.0",0,"0.0","0.0","0.0","1.0","0.0",0,1
"Yellow cards","3.0","0.0","1.0","2.0","2.0","1.0","3.0","0.0","1.0","0.0",1,0,0,9,"1.0",6,"0.0",1,"0.0",0,"0.0","0.0","1.0","1.0","0.0",8,5
"Red cards","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",0,0,0,0,"0.0",0,"0.0",0,"0.0",1,"0.0","0.0","0.0","0.0","0.0",0,0
